ano;alltags;musica;artista
1971;Amada Amante - Roberto Carlos;Amada Amante ; Roberto Carlos
1971;O Cafona - Marcos Valle;O Cafona ; Marcos Valle
1971;No Matter What - Badfinger;No Matter What ; Badfinger
1971;Não Quero Dinheiro (Só Quero Amar) - Tim Maia;Não Quero Dinheiro (Só Quero Amar) ; Tim Maia
1971;Lonely Days - Bee Gees;Lonely Days ; Bee Gees
1971;Another Day - Paul McCartney;Another Day ; Paul McCartney
1971;I Love You For All Seasons - Fuzz;I Love You For All Seasons ; Fuzz
1971;Mother - John Lennon;Mother ; John Lennon
1971;Casa no Campo - Elis Regina;Casa no Campo ; Elis Regina
1971;Shes A Lady - Tom Jones;Shes A Lady ; Tom Jones
1971;(Where Do I Begin) Theme From Love Story - Francis Lai;(Where Do I Begin) Theme From Love Story ; Francis Lai
1971;Com Mais de Trinta - Marcos Valle;Com Mais de Trinta ; Marcos Valle
1971;De Noite na Cama - Doris Monteiro;De Noite na Cama ; Doris Monteiro
1971;Dont Pull Your Love - Hamilton, Joe Frank & Reynolds;Dont Pull Your Love ; Hamilton, Joe Frank & Reynolds
1971;Desacato - Antonio Carlos & Jocafi;Desacato ; Antonio Carlos & Jocafi
1971;Fire And Rain - James Taylor;Fire And Rain ; James Taylor
1971;It Dont Came Easy - Ringo Starr;It Dont Came Easy ; Ringo Starr
1971;Family Affair - Sly & The Family Stone;Family Affair ; Sly & The Family Stone
1971;Capim Gordura - Ivon Curi;Capim Gordura ; Ivon Curi
1971;Knock Three Times - Dawn;Knock Three Times ; Dawn
1971;Quem Mandou Você Errar - Claudia Barroso;Quem Mandou Você Errar ; Claudia Barroso
1971;16 Toneladas - Noriel Vilela;16 Toneladas ; Noriel Vilela
1971;A Festa de Santos Reis - Tim Maia;A Festa de Santos Reis ; Tim Maia
1971;Mudei de Idéia - Antonio Carlos & Jocafi;Mudei de Idéia ; Antonio Carlos & Jocafi
1971;One Bad Apple - Osmonds;One Bad Apple ; Osmonds
1971;Mas Que Doidice - Maria Creuza;Mas Que Doidice ; Maria Creuza
1971;Ovo de Codorna - Luiz Gonzaga;Ovo de Codorna ; Luiz Gonzaga
1971;Impossível Acreditar Que Perdi Você - Marcio Greyck;Impossível Acreditar Que Perdi Você ; Marcio Greyck
1971;Oh Me, Oh My - B.J. Thomas;Oh Me, Oh My ; B.J. Thomas
1971;Sanctus, Sanctus, Hallelujah - Barry Ryan;Sanctus, Sanctus, Hallelujah ; Barry Ryan
1971;Gypsy Woman - Brian Hyland;Gypsy Woman ; Brian Hyland
1971;Carta de Amor - Waldik Soriano;Carta de Amor ; Waldik Soriano
1971;Amanda - Taiguara;Amanda ; Taiguara
1971;Look Around (Youll Find Me There) - Al Martino;Look Around (Youll Find Me There) ; Al Martino
1971;Construção - Chico Buarque;Construção ; Chico Buarque
1971;Tengo Tengo (Mangueira, Minha Madrinha Querida) - Jair Rodrigues;Tengo Tengo (Mangueira, Minha Madrinha Querida) ; Jair Rodrigues
1971;Bloco da Solidão - Altemar Dutra;Bloco da Solidão ; Altemar Dutra
1971;Kokorono Niji - Os Incríveis;Kokorono Niji ; Os Incríveis
1971;O Último Romântico - Agnaldo Timóteo;O Último Romântico ; Agnaldo Timóteo
1971;José - Nalva Aguiar;José ; Nalva Aguiar
1971;Boêmio Demodê - Cyro Aguiar;Boêmio Demodê ; Cyro Aguiar
1971;Oh Me, Oh My - Lulu;Oh Me, Oh My ; Lulu
1971;Deus Lhe Pague - Chico Buarque;Deus Lhe Pague ; Chico Buarque
1971;It Dont Matter To Me - Bread;It Dont Matter To Me ; Bread
1971;Superstar - Carpenters;Superstar ; Carpenters
1971;Brown Sugar - The Rolling Stones;Brown Sugar ; The Rolling Stones
1971;One Less Bell To Answer - The 5th Dimension;One Less Bell To Answer ; The 5th Dimension
1971;Eu Não Tenho Onde Morar - Ed Lincoln;Eu Não Tenho Onde Morar ; Ed Lincoln
1971;Toast And Marmalade For Tea - Tin Tin;Toast And Marmalade For Tea ; Tin Tin
1971;Montego Bay - Bobby Bloom;Montego Bay ; Bobby Bloom
1971;I Think I Love You - The Partridge Family;I Think I Love You ; The Partridge Family
1971;Não Existe Nada Além de Nós - Joelma;Não Existe Nada Além de Nós ; Joelma
1971;Como Dois e Dois - Roberto Carlos;Como Dois e Dois ; Roberto Carlos
1971;Procurando Tu - Ivon Curi;Procurando Tu ; Ivon Curi
1971;Domingo de Solidão - Carmen Silva;Domingo de Solidão ; Carmen Silva
1971;Te Quero... Te Quero - Joelma;Te Quero... Te Quero ; Joelma
1971;The Tears Of A Clown - Smokey Robinson & The Miracles;The Tears Of A Clown ; Smokey Robinson & The Miracles
1971;Adeus Solidão - Carmen Silva;Adeus Solidão ; Carmen Silva
1971;Acapulco Gold - Mazon Dixon;Acapulco Gold ; Mazon Dixon
1971;O Fim - Carmen Silva;O Fim ; Carmen Silva
1971;Pra Começo de Assunto - Elizeth Cardoso;Pra Começo de Assunto ; Elizeth Cardoso
1971;De Tanto Amar - Claudette Soares;De Tanto Amar ; Claudette Soares
1971;Ei, Meu Pai - Demétrius;Ei, Meu Pai ; Demétrius
1971;Bloco da Solidão - Maysa;Bloco da Solidão ; Maysa
1971;O Velho e o Novo - Agnaldo Rayol;O Velho e o Novo ; Agnaldo Rayol
1971;Mr. Big Stuff - Jean Knight;Mr. Big Stuff ; Jean Knight
1971;Just My Imagination - The Temptations;Just My Imagination ; The Temptations
1971;E Lá Se Vão Meus Anéis - Márcia;E Lá Se Vão Meus Anéis ; Márcia
1971;All Right Now - Free;All Right Now ; Free
1971;Ainda Queima a Esperança - Gilberto & Gilmar;Ainda Queima a Esperança ; Gilberto & Gilmar
1971;Weve Only Just Begun - Carpenters;Weve Only Just Begun ; Carpenters
1971;Lola - The Kinks;Lola ; The Kinks
