ano;alltags;musica;artista
1972;La Question - Françoise Hardy;La Question ; Françoise Hardy
1972;O Lado Direito da Rua Direita - Os Originais do Samba;O Lado Direito da Rua Direita ; Os Originais do Samba
1972;Im Still In Love With You - Al Green;Im Still In Love With You ; Al Green
1972;Esse Mar é Meu - Eliana Pittman;Esse Mar é Meu ; Eliana Pittman
1972;San Vicente - Milton Nascimento;San Vicente ; Milton Nascimento
1972;Beira Mar - Eliana Pittman;Beira Mar ; Eliana Pittman
1972;Violão Não Se Empresta a Ninguém - Benito Di Paula;Violão Não Se Empresta a Ninguém ; Benito Di Paula
1972;Hurting Each Other - Carpenters;Hurting Each Other ; Carpenters
1972;Pop Concerto - Pop Concerto Orchestra;Pop Concerto ; Pop Concerto Orchestra
1972;Preta Pretinha - Os Novos Baianos;Preta Pretinha ; Os Novos Baianos
1972;Martim Cererê - Zé Catimba & Brasil Ritmo 67;Martim Cererê ; Zé Catimba & Brasil Ritmo 67
1972;Cais - Milton Nascimento;Cais ; Milton Nascimento
1972;Casa e Comida - Núbia Lafayette;Casa e Comida ; Núbia Lafayette
1972;Cravo e Canela - Milton Nascimento;Cravo e Canela ; Milton Nascimento
1972;Baby Im - A Want You - Bread;Baby Im - A Want You ; Bread
1972;Where Is The Love - Roberta Flack & Donny Hathaway;Where Is The Love ; Roberta Flack & Donny Hathaway
1972;Índia - Gal Costa;Índia ; Gal Costa
1972;Going Back To Indiana - Jackson 5;Going Back To Indiana ; Jackson 5
1972;Long Cool Woman (In A Black Dress) - The Hollies;Long Cool Woman (In A Black Dress) ; The Hollies
1972;Remember Me - Diana Ross;Remember Me ; Diana Ross
1972;Taj Mahal - Jorge Ben;Taj Mahal ; Jorge Ben
1972;The Candy Man - Sammy Davis, Jr.;The Candy Man ; Sammy Davis, Jr.
1972;Mucuripe - Elis Regina;Mucuripe ; Elis Regina
1972;Segure Tudo - Martinho da Vila;Segure Tudo ; Martinho da Vila
1972;Floy Joy - Supremes;Floy Joy ; Supremes
1972;Por Deus Eu Juro - Claudia Barroso;Por Deus Eu Juro ; Claudia Barroso
1972;O Menino da Gaita - Sergio Reis;O Menino da Gaita ; Sergio Reis
1972;Ninguém Tasca (O Gavião) - Golden Boys;Ninguém Tasca (O Gavião) ; Golden Boys
1972;Meu Guarda Chuva - Elizabeth Viana;Meu Guarda Chuva ; Elizabeth Viana
1972;Heart Of Gold - Neil Young;Heart Of Gold ; Neil Young
1972;Oração de Mãe Menininha - Dorival Caymmi;Oração de Mãe Menininha ; Dorival Caymmi
1972;Stick Up - Honey Cone;Stick Up ; Honey Cone
1972;Skyline Pigeon - Elton John;Skyline Pigeon ; Elton John
1972;Jogo do Amor - Milionário & José Rico;Jogo do Amor ; Milionário & José Rico
1972;How Do You Do? - Mouth & MacNeal;How Do You Do? ; Mouth & MacNeal
1972;Quando o Carnaval Chegar - Chico Buarque;Quando o Carnaval Chegar ; Chico Buarque
1972;American Pie - Don McLean;American Pie ; Don McLean
1972;Hoje Ainda é Dia de Rock - Sá, Rodrix & Guarabyra;Hoje Ainda é Dia de Rock ; Sá, Rodrix & Guarabyra
1972;Dança do Escorregador - Manhoso;Dança do Escorregador ; Manhoso
1972;The Lion Sleeps Tonight - Robert John;The Lion Sleeps Tonight ; Robert John
1972;Cavaleiro de Aruanda - Ronnie Von;Cavaleiro de Aruanda ; Ronnie Von
