ano;alltags;musica;artista
1960;Cathys Clown - Everly Brothers;Cathys Clown ; Everly Brothers
1960;Adelita - Franquito;Adelita ; Franquito
1960;Alma de Boêmio - José Orlando;Alma de Boêmio ; José Orlando
1960;Amor Proibido - Carlos Nobre;Amor Proibido ; Carlos Nobre
1960;Noite Cheia de Estrelas - Poly e seu conjunto;Noite Cheia de Estrelas ; Poly e seu conjunto
1960;E Daí? - Sonia Dutra;E Daí? ; Sonia Dutra
1960;Arrependimento - Ellen de Lima;Arrependimento ; Ellen de Lima
1960;Arruma a Trouxa - Zilá Fonseca;Arruma a Trouxa ; Zilá Fonseca
1960;Billy Boy - Jinny Isle;Billy Boy ; Jinny Isle
1960;Caixinha, Obrigado - Juca Chaves;Caixinha, Obrigado ; Juca Chaves
1960;Canção do Desejo - Angela Maria;Canção do Desejo ; Angela Maria
1960;Levame Contigo - Lana Bittencourt;Levame Contigo ; Lana Bittencourt
1960;Carinho e Amor - Tito Madi;Carinho e Amor ; Tito Madi
1960;Coração de Mãe - Leny Eversong;Coração de Mãe ; Leny Eversong
1960;Devolvame - Anísio Silva;Devolvame ; Anísio Silva
1960;Diga Que Me Ama - Sônia Delfino;Diga Que Me Ama ; Sônia Delfino
1960;Creio em Ti - Francisco Egydio;Creio em Ti ; Francisco Egydio
1960;Dirce - Osny Silva;Dirce ; Osny Silva
1960;El Vagabundo - Trio Los Panchos;El Vagabundo ; Trio Los Panchos
1960;Brotinho Sem Juízo - Roberto Carlos;Brotinho Sem Juízo ; Roberto Carlos
1960;I Like Girls - Johnny Restivo;I Like Girls ; Johnny Restivo
1960;Estou Pensando em Ti - Agostinho dos Santos;Estou Pensando em Ti ; Agostinho dos Santos
1960;Folhas ao Vento - Osny Silva;Folhas ao Vento ; Osny Silva
1960;Hino ao Amor - Morgana;Hino ao Amor ; Morgana
1960;História da Minha Vida - Emilinha Borba;História da Minha Vida ; Emilinha Borba
1960;Bimbobey - Sônia Delfino;Bimbobey ; Sônia Delfino
1960;Espante a Tristeza - Renato & Seus Blue Caps;Espante a Tristeza ; Renato & Seus Blue Caps
1960;Its Now Or Never - Elvis Presley;Its Now Or Never ; Elvis Presley
1960;La Violetera - Dionísio Bernardo;La Violetera ; Dionísio Bernardo
1960;Só Em Teus Braços - Silvia Telles;Só Em Teus Braços ; Silvia Telles
1960;Eu Preciso Namorar - Gordurinha;Eu Preciso Namorar ; Gordurinha
1960;Levame Contigo - Marisa;Levame Contigo ; Marisa
1960;Lonely Boy - Paul Anka;Lonely Boy ; Paul Anka
1960;Long Tall Sally - Little Richard;Long Tall Sally ; Little Richard
1960;Lua Azul - Leo Romano;Lua Azul ; Leo Romano
1960;Marina - Leny Eversong;Marina ; Leny Eversong
1960;Chiclete com Banana - Jackson do Pandeiro;Chiclete com Banana ; Jackson do Pandeiro
1960;Irmã da Saudade - Leila Silva;Irmã da Saudade ; Leila Silva
1960;Marina - Rocco Granata;Marina ; Rocco Granata
1960;O Que Tinha de Ser - Silvia Telles;O Que Tinha de Ser ; Silvia Telles
1960;Meditação - Isaura Garcia;Meditação ; Isaura Garcia
1960;Levame Contigo - Agostinho dos Santos;Levame Contigo ; Agostinho dos Santos
1960;Perdão Para Dois - Leila Silva;Perdão Para Dois ; Leila Silva
1960;Minha Serás Eternamente - Orlando Dias;Minha Serás Eternamente ; Orlando Dias
1960;Quiero Besar Tu Manos - Gregorio Barrios;Quiero Besar Tu Manos ; Gregorio Barrios
1960;Morrer Por Ti - Osvaldo Rodrigues;Morrer Por Ti ; Osvaldo Rodrigues
1960;Mustafá - Bob Azzam;Mustafá ; Bob Azzam
1960;Súplica Cearense - Gordurinha;Súplica Cearense ; Gordurinha
1960;Mais Um Trago - Antonio Martins;Mais Um Trago ; Antonio Martins
1960;Nancy - Osny Silva;Nancy ; Osny Silva
1960;Cacareco é o Maior - Risadinha;Cacareco é o Maior ; Risadinha
