ano;alltags;musica;artista
1963;Our Day Will Come - Ruby & The Romantics;Our Day Will Come ; Ruby & The Romantics
1963;Samba em Prelúdio - Vinicius de Moraes & Odete Lara;Samba em Prelúdio ; Vinicius de Moraes & Odete Lara
1963;Foi Assim - Jamelão;Foi Assim ; Jamelão
1963;Volta Pra Casa - Noite Ilustrada;Volta Pra Casa ; Noite Ilustrada
1963;Saudade Em Cada Adeus - Carlos Nobre;Saudade Em Cada Adeus ; Carlos Nobre
1963;Tem Bobo Pra Tudo - Isaura Garcia;Tem Bobo Pra Tudo ; Isaura Garcia
1963;A Lua é Camarada - Angela Maria;A Lua é Camarada ; Angela Maria
1963;Abraçame - Anísio Silva;Abraçame ; Anísio Silva
1963;Canção do Fim - Moacyr Franco;Canção do Fim ; Moacyr Franco
1963;Olha a Polícia - Nhá Barbina;Olha a Polícia ; Nhá Barbina
1963;Perdidamente Te Amarei - Joelma;Perdidamente Te Amarei ; Joelma
1963;All Alone Am I - Brenda Lee;All Alone Am I ; Brenda Lee
1963;Ave Maria dos Namorados - Anísio Silva;Ave Maria dos Namorados ; Anísio Silva
1963;Bolinha de Sabão - Orlan Divo;Bolinha de Sabão ; Orlan Divo
1963;Its My Party - Lesley Gore;Its My Party ; Lesley Gore
1963;Baby Elephants Walk - Henry Mancini;Baby Elephants Walk ; Henry Mancini
1963;Big Girls Dont Cry - Four Seasons;Big Girls Dont Cry ; Four Seasons
1963;Gostoso é Sambar - Doris Monteiro;Gostoso é Sambar ; Doris Monteiro
1963;Cuando Calienta El Sol - Antonio Pietro;Cuando Calienta El Sol ; Antonio Pietro
1963;Aprendiz de Feiticeiro - Angela Maria;Aprendiz de Feiticeiro ; Angela Maria
1963;Sabe Deus - Carlos Alberto;Sabe Deus ; Carlos Alberto
1963;Dona Maria Tereza - Juca Chaves;Dona Maria Tereza ; Juca Chaves
1963;Lets Dance - Chris Montez;Lets Dance ; Chris Montez
1963;Madrugada - Dora Lopez;Madrugada ; Dora Lopez
1963;Samba de Uma Nota Só - Radamés Gnatalli;Samba de Uma Nota Só ; Radamés Gnatalli
1963;Só Danço Samba - Elza Soares;Só Danço Samba ; Elza Soares
1963;Foi Deus - Gilda Valença;Foi Deus ; Gilda Valença
1963;Vigésimo Andar - Albert Pavão;Vigésimo Andar ; Albert Pavão
1963;The Guns Of Navarone - Joe Reisman;The Guns Of Navarone ; Joe Reisman
1963;Marcha da Condução - José Messias;Marcha da Condução ; José Messias
1963;Al Di La - Emilio Pericoli;Al Di La ; Emilio Pericoli
1963;Gina - Johnny Mathis;Gina ; Johnny Mathis
1963;Dancin Party - Chubby Checker;Dancin Party ; Chubby Checker
1963;Para Sempre Adorar - Paulo Marques;Para Sempre Adorar ; Paulo Marques
1963;Metade Homem - Valter Levita;Metade Homem ; Valter Levita
1963;Fascination - Leny Eversong;Fascination ; Leny Eversong
1963;Esta Noite Eu Queria - Silvinho;Esta Noite Eu Queria ; Silvinho
1963;Boneca de Doce - Paulo Ricardo;Boneca de Doce ; Paulo Ricardo
