ano	alltags	musica	artista
1961	Never On Sunday - Don Costa	Never On Sunday 	 Don Costa
1961	Paciência - Osny Silva	Paciência 	 Osny Silva
1961	Greenfields - Cantores de Ébano	Greenfields 	 Cantores de Ébano
1961	Maria Chiquinha - Sônia Mamede	Maria Chiquinha 	 Sônia Mamede
1961	Poema das Mãos - Moacyr Franco	Poema das Mãos 	 Moacyr Franco
1961	Leva Eu Sodade - Nilo Amaro & Os Cantores de Ébano	Leva Eu Sodade 	 Nilo Amaro & Os Cantores de Ébano
1961	Run Samson Run - Neil Sedaka	Run Samson Run 	 Neil Sedaka
1961	Saudade - Dalva de Oliveira	Saudade 	 Dalva de Oliveira
1961	Louco Por Você - Roberto Carlos	Louco Por Você 	 Roberto Carlos
1961	A Lua é dos Namorados - Angela Maria	A Lua é dos Namorados 	 Angela Maria
1961	O Bom Menino - Carequinha	O Bom Menino 	 Carequinha
1961	Abaixo de Adeus - Jorge Veiga	Abaixo de Adeus 	 Jorge Veiga
1961	Amargo Retorno - Trio Cristal	Amargo Retorno 	 Trio Cristal
1961	Seria Tão Diferente - Núbia Lafayette	Seria Tão Diferente 	 Núbia Lafayette
1961	Analfabeta em Amor - Ellen de Lima	Analfabeta em Amor 	 Ellen de Lima
1961	Não Sabemos - Leila Silva	Não Sabemos 	 Leila Silva
1961	As Folhas Verdes - Wilma Bentivegna	As Folhas Verdes 	 Wilma Bentivegna
1961	Quero Morrer no Carnaval - Linda Batista	Quero Morrer no Carnaval 	 Linda Batista
1961	Devolvi - Núbia Lafayette	Devolvi 	 Núbia Lafayette
1961	Ave Maria - Dalva de Oliveira	Ave Maria 	 Dalva de Oliveira
1961	Me Leva Pro Céu - Emilinha Borba	Me Leva Pro Céu 	 Emilinha Borba
1961	Não Me Envergonho - Osny Silva	Não Me Envergonho 	 Osny Silva
1961	Zé Bonitinho - Jorge Loredo	Zé Bonitinho 	 Jorge Loredo
1961	Beijame Depois - Anísio Silva	Beijame Depois 	 Anísio Silva
1961	Deixame Andar - Elizeth Cardoso	Deixame Andar 	 Elizeth Cardoso
1961	Rock do Ratinho - Carequinha	Rock do Ratinho 	 Carequinha
1961	Borrasca - Angela Maria	Borrasca 	 Angela Maria
1961	Boudah - The Jordans	Boudah 	 The Jordans
1961	Minhas Namoradas - Cauby Peixoto	Minhas Namoradas 	 Cauby Peixoto
1961	Save The Last Dance For Me - Ronnie Lummer	Save The Last Dance For Me 	 Ronnie Lummer
1961	Rock do Saci - Demétrius	Rock do Saci 	 Demétrius
1961	Alma de Boêmio - José Orlando	Alma de Boêmio 	 José Orlando
1961	Cansei de Rock - Nora Ney	Cansei de Rock 	 Nora Ney
1961	Eu Já Te Vi - Rogéria	Eu Já Te Vi 	 Rogéria
1961	Castiguei - Altamiro Carrilho	Castiguei 	 Altamiro Carrilho
1961	My Love For You - Johnny Mathis	My Love For You 	 Johnny Mathis
1961	Chega - Carlos Augusto	Chega 	 Carlos Augusto
1961	Hey Mama - Celly Campello	Hey Mama 	 Celly Campello
1961	Fica Comigo Esta Noite - Nelson Gonçalves	Fica Comigo Esta Noite 	 Nelson Gonçalves
1961	Per Omnia Secula - Carminha Nascimento	Per Omnia Secula 	 Carminha Nascimento
1961	Triste Regresso - Léo Belico	Triste Regresso 	 Léo Belico
1961	Não Sou de Nada - Fernando Costa	Não Sou de Nada 	 Fernando Costa
1961	Poema das Mãos - João Dias	Poema das Mãos 	 João Dias
1961	Não Deixe a Peteca Cair - Trio Irakitan	Não Deixe a Peteca Cair 	 Trio Irakitan
