ano;musica;artista
1997;Un-Break My Heart;Toni Braxton
1997;Palpite;Vanessa Rangel 
1997;Lovefool;Cardigans
1997;Depois do Prazer;Só Pra Contrariar
1997;2 Become 1;Spice Girls
1997;Ralando o Tchan (A Dança do Ventre);É o Tchan
1997;Men In Black;Will Smith
1997;Toma Juízo;Zezé Di Camargo & Luciano
1997;Vem Nhanha;Boquinha da Garrafa
1997;Eu Busco Uma Estrela;Gian & Giovani
1997;Dont Speak;No Doubt
1997;Hard To Say Im Sorry;AZ Yet featuring Peter Cetera
1997;Conquista;Claudinho & Buchecha
1997;Mundo dos Sonhos;Katinguelê
1997;I Dont Want To;Toni Braxton
1997;Something About The Way You Look Tonight;Elton John
1997;2345 meia 78;Gabriel O Pensador  
1997;Meu Coração Só Quer Chorar;Zezé Di Camargo & Luciano
1997;Wannabe;Spice Girls
1997;Milla;Netinho
1997;MMMBop;Hanson
1997;Barbie Girl;Aqua
1997;Sentinela;Malícia
1997;Nega Vá;É o Tchan
1997;Candle In The Wind 1997;Elton John
1997;How Do I Live;LeAnn Rimes
1997;Cantare é dAmore;Amedeo Minghi
1997;Utopia;Art Popular
1997;Minha Gioconda;Chrystian & Ralf/Agnaldo Rayol
1997;Nobre Vagabundo;Daniela Mercury
1997;Honey;Mariah Carey
1997;Uh La La La;Alexia 
1997;Bagulho no Bumba;Virgulóides
1997;Loving Every Minute;Lighthouse Family
1997;Please Dont Go;No Mercy
1997;I Will Come To You;Hanson
1997;Fly;Sugar Ray
1997;Me Dê Uma Chance;Raça Negra
1997;Foolish Games;Jewel
1997;Engraçadinha;Katinguelê
1997;Felicidade (Love Of My Life);Paulo Ricardo
1997;Nossa Senhora;Chitãozinho & Xororó
1997;Mineirinho;Só Pra Contrariar 
1997;Fada;Fundo de Quintal
1997;Peão Apaixonado;Rionegro & Solimões
1997;All By Myself;Celine Dion
1997;Per Amore;Zizi Possi 
1997;Fim de Semana;Netinho
1997;Cerveja;Leandro & Leonardo
1997;Coral de Anjos;Sensação
1997;É Minha Vida;Zezé Di Camargo & Luciano
1997;Bitch;Meredith Brooks
1997;Time To Say Goodbye;Sarah Brightman & Andrea Bocelli
1997;I Want You;Savage Garden
1997;Chance;Claudinho & Buchecha
1997;Pipoca;Ara Ketu
1997;Santeria;Sublime
1997;How Could An Angel Break My Heart;Toni Braxton
1997;Alone;Bee Gees
1997;I Believe I Can Fly;R. Kelly
1997;Dança da Vassoura;Molejo
1997;You Were Meant For Me;Jewel
1997;Quando a Gente Ama Demais;Zezé Di Camargo & Luciano
1997;So Beautiful;Chris DeBurgh
1997;Virtual Insanity;Jamiroquai
1997;Number One;Alexia
1997;More Than This;10,000 Maniacs
1997;Impossível Acreditar Que Perdi Você;Fábio Jr.
1997;Só Você;Fábio Jr.
1997;Rapunzel;Daniela Mercury 
1997;Where Have All The Cowboys Gone;Paula Cole
1997;Todo Amor Que Houver Nessa Vida;Cássia Eller
1997;Maracatu Atômico;Chico Science & Nação Zumbi
1997;É Só Dizer O Preço;Chrystian & Ralf
1997;Eterno Amanhecer;Exaltasamba
1997;Say Youll Be Mine;Spice Girls
1997;Cant Nobody Hold Me Down;Puff Daddy
1997;Discotheque;U2
1997;I Believe In You And Me;Whitney Houston
1997;The Freshmen;The Verve Pipe
1997;Dont Cry For Me Argentina;Madonna
1997;Song 2;Blur
1997;For You I Will;Monica
1997;Fly Like An Eagle;Seal
1997;Buribai;Bragadá
1997;Vivendo Por Viver;Zezé Di Camargo & Luciano
1997;Outra Chance;Cleiton & Camargo
1997;Beija, Me Beija, Me Beija;Simone
1997;Incancelabille;Laura Pausini
1997;Ill Be Missing You;Puff Daddy & Faith Evans
1997;Adoled;Planet Hemp
1997;Pertinho de Você;Alô Som
1997;Unicamente;Deborah Blando
1997;Semi-Charmed Life;Third Eye Blind
1997;Come Into My Life;Gala
1997;Eu Tenho Pressa;Devotos do Ódio
1997;A Little Bit Of Ecstasy;Jocelyn Enriquez
1997;So Help Me Girl;Gary Barlow
1997;Maria;Ricky Martin
1997;Festa da Música;Gabriel O Pensador 
