ano;musica;artista
1983;Menina Veneno;Ritchie
1983;Billie Jean;Michael Jackson
1983;Coração de Estudante;Milton Nascimento
1983;Como Uma Onda (Zen Surfismo);Lulu Santos
1983;Brincar de Viver;Maria Bethânia
1983;Guerreiro Menino (Um Homem Também Chora);Fagner
1983;Every Breath You Take;The Police
1983;Beat It;Michael Jackson
1983;Anjo;Roupa Nova
1983;Nosso Louco Amor;Gang 90 & As Absurdetes
1983;Im Never Gonna Say Goodbye;Billy Preston
1983;Me Dê Motivo;Tim Maia
1983;Pedacinhos;Guilherme Arantes
1983;Uptown Girl;Billy Joel
1983;Você é Linda;Caetano Veloso
1983;Anunciação;Alceu Valença
1983;Fio de Cabelo;Chitãozinho & Xororó
1983;Advinha O Quê;Lulu Santos
1983;Menestrel das Alagoas;Fafá de Belém
1983;Do You Really Want To Hurt Me;Culture Club
1983;Carimbador Maluco;Raul Seixas
1983;A Dois Passos do Paraíso;Blitz
1983;Flashdance... What A Feeling;Irene Cara
1983;Dont Look Back;The Korgis
1983;True;Spandau Ballet
1983;Pintura Íntima;Kid Abelha & Os Abóboras Selvagens
1983;Ai Que Saudade dOcê;Elba Ramalho
1983;Vale Tudo;Sandra Sá & Tim Maia
1983;Eu Hoje Vou Me Dar Bem;Piu-Piu de Marapendí
1983;Banho de Cheiro;Elba Ramalho
1983;Casanova;Ritchie
1983;Pro Dia Nascer Feliz;Ney Matogrosso
1983;Its Raining Again;Supertramp
1983;Mesmo Que Seja Eu;Marina
1983;Nathalie;Julio Iglesias
1983;Weekend;Blitz
1983;O Côncavo e o Convexo;Roberto Carlos
1983;The Girl Is Mine;Michael Jackson & Paul McCartney
1983;Pequenino Cão;Simone
1983;Got To Be There;Chaka Khan
1983;Sexual Healing;Marvin Gaye
1983;Electric Avenue;Eddy Grant
1983;Never Gonna Let You Go;Sergio Mendes
1983;Baby, Come To Me;Patti Austin & James Ingram
1983;Quando Te Vi;Beto Guedes
1983;Noite do Prazer;Brilho
1983;Total Eclipse Of The Heart;Bonnie Tyler
1983;All Time High;Rita Coolidge
1983;Quem Me Dera;Gilliard
1983;Save a Prayer;Duran Duran
1983;Barrados no Baile;Eduardo Dusek
1983;So Many Men So Little Time;Miquel Brown
1983;I Like Chopin;Gazebo
1983;Maneater;Daryl Hall & John Oates
1983;Beatriz;Milton Nascimento
1983;Misty Blue;Dorothy Moore
1983;Puttin On The Ritz;Taco
1983;Bloco do Prazer;Gal Costa
1983;Sensual;Roupa Nova
1983;Tonight I Celebrate My Love;Roberta Flack/Peabo Bryson
1983;Mais Uma de Amor (Geme Geme);Blitz
1983;Stop In The Name Of Love;Hollies
1983;Hard To Say Im Sorry;Chicago
1983;No Me Vuelva A Enamorar;Julio Iglesias
1983;Romance da Lua Lua;Amelinha
1983;Straight From The Heart;Bryan Adams
1983;Weve Got Tonight;Kenny Rogers & Sheena Easton
1983;Baby Jane;Rod Stewart
1983;Cabelos Negros;Eduardo Dusek
1983;Pelo Telefone;Ritchie
1983;Masculino e Feminino;Pepeu Gomes
1983;Shame On The Moon;Bob Seger & The Silver Bullet Band
1983;Candy Girl;New Edition
1983;Asa Morena;Zizi Possi
1983;Everybody;Madonna
1983;Guerra dos Sexos;Fevers
1983;Hold Me Til The Morning Comes;Paul Anka
1983;I Dont Wanna Dance;Eddy Grant
1983;Ich Shaun Deach Na (Peep Peep);Spider Murphy Gang
1983;Luz do Sol;Gal Costa
1983;Saddle Up;David Christie
1983;In Your Eyes;George Benson
1983;Panela Velha;Sergio Reis
1983;Nem Pensar;Kleiton & Kledir
1983;My Love;Lionel Richie
1983;Paixão;Fafá de Belém
1983;Rio Babilônia;Jorge Ben
1983;Tanto Amar;Ney Matogrosso
1983;Try My Side;Chi-Lites
1983;Voyeur;Kim Carnes
1983;Vôo do Coração;Ritchie
1983;It Started With A Kiss;Hot Chocolate
1983;Descobridor dos Sete Mares;Tim Maia
1983;Eu Amo Amar Você;Gilliard & Harmony Cats
1983;Coisa Cristalina;Wando
1983;Always Something There To Remind Me;Naked Eyes
1983;Praia de Ramos;Dicró
1983;Sanduíche de Coração;Rádio Taxi
1983;Making Love Out Of Nothing At All;Air Suplly
1983;Amor de Índio;Diana Pequeno
