ano;musica;artista
2013;Esse cara sou eu;Roberto Carlos
2013;Show das Poderosas;Anitta
2013;Diamonds;Rihanna
2013;Thrift Shop;Macklemore & Ryan Lewis ft Wanz
2013;Sogrão Caprichou;Luan Santana
2013;Cuidar Mais de Mim;Paula Fernandes
2013;Locked Out Of Heaven;Bruno Mars
2013;Ho Hey;The Lumineers
2013;Scream & Shout;will.i.am ft Britney Spears
2013;Não Para;Anitta
2013;Te Esperando;Luan Santana
2013;Diz Pra Mim;Gusttavo Lima
2013;Just Give Me A Reason;P!nk ft Nate Ruess
2013;Criação Divina;Zezé de Camargo & Luciano ft Paula Fernandes
2013;Blurred Lines;Robin Thicke ft T.I. & Pharrell
2013;Garotas Não Merecem Chorar;Luan Santana
2013;Vagalumes;Pollo ft Ivo Mozart
2013;É Nóis Fazê Parapapá;Michel Teló ft Sorriso Maroto
2013;Suit & Tie;Justin Timberlake ft Jay-Z
2013;When I Was Your Man;Bruno Mars
2013;Vidro Fumê;Bruno & Marrone
2013;Na Linha do Tempo;Victor & Leo
2013;Piradinha;Gabriel Valim
2013;Wake Me Up!;Avicii ft Alec Blacc
2013;Treasure;Bruno Mars
2013;Stay;Rihanna ft Mikky Ekko
2013;Roar;Katy Perry
2013;Amiga da Minha Irmã;Michel Teló
2013;Die Young;Ke$ha
2013;One More Night;Maroon 5
2013;Mirrors;Justin Timberlake
2013;Get Lucky;Daft Punk ft Pharrell Williams
2013;Amor de Chocolate;Naldo
2013;Wrecking Ball;Miley Cyrus
2013;93 Million Miles;Jason Mraz
2013;Meu Novo Mundo;Charlie Brown Jr
2013;Come & Get It;Selena Gomez
2013;Zen;Anitta
2013;Tudo Que Você Quiser;Luan Santana
2013;Live While Were Young;One Direction
2013;Harlem Shake;Baauer
2013;Um Ser Amor;Paula Fernandes
2013;No Me Compares;Alejandro Sanz ft Ivete Sangalo
2013;Deserto;Thaeme & Thiago
2013;Caso Indefinido;Cristiano Araújo
2013;I Cry;Flo Rida
2013;Heart Attack;Demi Lovato
2013;Crime Perfeito;João Neto & Frederico
2013;A Bela e o Fera;Munhoz & Mariano
2013;Logo Eu;Jorge & Mateus
2013;Applause;Lady Gaga
2013;Anjo Protetor;Eduardo Costa
2013;No Brilho Desse Olhar;Ivete Sangalo
2013;Não Fui Eu;Paula Fernandes
2013;Quando Você Some;Victor & Leo ft Zezé Di Camargo & Luciano
2013;Work Bitch;Britney Spears
2013;Balada Louca;Munhoz & Mariano
2013;Love Song (Uma Canção de Amor);Michel Teló
2013;Dançando;Ivete Sangalo
2013;Não Sou Eu;César Menotti & Fabiano
2013;Radioactive;Imagine Dragons
2013;Veneno;Fernando & Sorocaba
2013;Girl On Fire;Alicia Keys ft Nicki Minaj
2013;Royals;Lorde
2013;Your Body;Christina Aguilera
2013;Dont You Worry Child;Swedish House Mafia ft John Martin
2013;Take Back The Night;Justin Timberlake
2013;Mais Fácil (Easier);Sorriso Maroto ft Brian McKnight
2013;As Long As You Love Me;Justin Bieber ft Big Sean
2013;One Way Or Another (Teenage Kicks);One Direction
2013;Right Now;Rihanna ft David Guetta
2013;I Love It;Icona Pop ft Charli XCX
2013;Dois Corações;César Menotti & Fabiano
2013;Cant Hold Us;Macklemore & Ryan Lewis ft Ray Dalton
2013;Best Song Ever;One Direction
2013;The Monster;Eminem ft Rihanna
2013;Maravida;Daniel
2013;Walking On Air;Katy Perry
2013;Dont Stop The Party;Pitbull ft TJR
2013;Você Mudou;Cristiano Araújo
2013;Desencana;Thiaguinho
2013;Luz, Cama e Ação;Turma do Pagode
2013;Sweet Nothing;Calvin Harris ft Florence Welch
2013;Maus Bocados;Cristiano Araújo
2013;Enquanto Houver Razões;Jorge & Mateus
2013;Enamorado;Eduardo Costa
2013;Céu Completo;Strike
2013;Skyfall;Adele
2013;Play Hard;David Guetta ft Akon & Ne-Yo
2013;Um Lugarzinho na Sua Cama;João Bosco & Vinicius
2013;Summertime Sadness;Lana Del Rey
2013;Vai e Chora;Sorriso Maroto
2013;Se Tudo Fosse Fácil;Michel Teló ft Paula Fernandes
2013;Celebrar;Jammil e uma Noites
2013;Clarity;Zedd ft Foxes
2013;O Que "Cê" Vai Fazer;Fernando & Sorocaba
2013;Gentleman;Psy
2013;Se o Coração Viajar;Paula Fernandes
2013;Fui Fiel;Gusttavo Lima
2013;Cê Topa? (ao vivo);Luan Santana
